order_id,user_id,username,dish_id,dish_name,category,quantity,unit_price,line_total,order_total_price,calories,weekday,hour,time_of_day,diet_types,allergens,favorite_categories,preferred_budget,preferred_calories,sweet_tooth,dish_allergens,dish_diets,created_at
7764,468,user_68,65,Чай зелёный,drink,1,35.0,35.0,540.0,5,friday,15,lunch,,eggs,"snack,main",115.48,352,0,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-03-15T07:49:14.439415
7765,468,user_68,35,Запеканка овощная,main,2,170.0,340.0,680.0,280,friday,12,lunch,,eggs,"snack,main",115.48,352,0,milk,"diabetic,glutenFree,halal,highProtein,vegetarian",2026-01-27T04:27:14.439415
7765,468,user_68,49,Свекольный салат с орехами,salad,2,140.0,280.0,680.0,190,friday,12,lunch,,eggs,"snack,main",115.48,352,0,nuts,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-01-27T04:27:14.439415
7765,468,user_68,63,Морс клюквенный,drink,1,60.0,60.0,680.0,80,friday,12,lunch,,eggs,"snack,main",115.48,352,0,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-01-27T04:27:14.439415
7766,468,user_68,6,Рисовая каша,breakfast,1,100.0,100.0,330.0,230,wednesday,10,breakfast,,eggs,"snack,main",115.48,352,0,milk,"diabetic,glutenFree,halal,lowCalorie,vegetarian",2026-02-24T03:03:14.439415
7766,468,user_68,67,Капучино,drink,1,110.0,110.0,330.0,120,wednesday,10,breakfast,,eggs,"snack,main",115.48,352,0,milk,"diabetic,glutenFree,halal,lowCalorie,vegetarian",2026-02-24T03:03:14.439415
7766,468,user_68,59,Фруктовый салат,dessert,1,120.0,120.0,330.0,170,wednesday,10,breakfast,,eggs,"snack,main",115.48,352,0,,"glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-02-24T03:03:14.439415
7767,468,user_68,38,Рис с овощами,main,1,160.0,160.0,370.0,300,thursday,11,lunch,,eggs,"snack,main",115.48,352,0,,"glutenFree,halal,highProtein,lactoseFree,vegan,vegetarian",2025-12-31T03:41:14.439415
7767,468,user_68,47,Салат с курицей и овощами,salad,1,175.0,175.0,370.0,210,thursday,11,lunch,,eggs,"snack,main",115.48,352,0,seafood,"diabetic,glutenFree,halal,lactoseFree,lowCalorie",2025-12-31T03:41:14.439415
7767,468,user_68,65,Чай зелёный,drink,1,35.0,35.0,370.0,5,thursday,11,lunch,,eggs,"snack,main",115.48,352,0,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2025-12-31T03:41:14.439415
7768,468,user_68,38,Рис с овощами,main,1,160.0,160.0,210.0,300,tuesday,11,lunch,,eggs,"snack,main",115.48,352,0,,"glutenFree,halal,highProtein,lactoseFree,vegan,vegetarian",2026-03-11T04:05:14.439415
7768,468,user_68,3,Компот,drink,1,50.0,50.0,210.0,90,tuesday,11,lunch,,eggs,"snack,main",115.48,352,0,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-03-11T04:05:14.439415
7769,468,user_68,6,Рисовая каша,breakfast,1,100.0,100.0,210.0,230,monday,7,breakfast,,eggs,"snack,main",115.48,352,0,milk,"diabetic,glutenFree,halal,lowCalorie,vegetarian",2025-12-14T23:49:14.439415
7769,468,user_68,67,Капучино,drink,1,110.0,110.0,210.0,120,monday,7,breakfast,,eggs,"snack,main",115.48,352,0,milk,"diabetic,glutenFree,halal,lowCalorie,vegetarian",2025-12-14T23:49:14.439415
7770,468,user_68,32,Рыба запечённая с овощами,main,1,245.0,245.0,455.0,360,tuesday,13,lunch,,eggs,"snack,main",115.48,352,0,fish,"glutenFree,halal,highProtein,lactoseFree",2026-02-20T05:22:14.439415
7770,468,user_68,49,Свекольный салат с орехами,salad,1,140.0,140.0,455.0,190,tuesday,13,lunch,,eggs,"snack,main",115.48,352,0,nuts,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-02-20T05:22:14.439415
7770,468,user_68,66,Кофе американо,drink,1,70.0,70.0,455.0,10,tuesday,13,lunch,,eggs,"snack,main",115.48,352,0,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-02-20T05:22:14.439415
7771,468,user_68,19,Солянка мясная,soup,1,170.0,170.0,560.0,310,wednesday,14,lunch,,eggs,"snack,main",115.48,352,0,,"glutenFree,halal,lactoseFree",2025-12-11T07:03:14.439415
7771,468,user_68,38,Рис с овощами,main,2,160.0,320.0,560.0,300,wednesday,14,lunch,,eggs,"snack,main",115.48,352,0,,"glutenFree,halal,highProtein,lactoseFree,vegan,vegetarian",2025-12-11T07:03:14.439415
7771,468,user_68,66,Кофе американо,drink,1,70.0,70.0,560.0,10,wednesday,14,lunch,,eggs,"snack,main",115.48,352,0,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2025-12-11T07:03:14.439415
7772,468,user_68,4,Овсяная каша на молоке,breakfast,1,95.0,95.0,165.0,220,friday,10,breakfast,,eggs,"snack,main",115.48,352,0,"gluten,milk","diabetic,halal,lowCalorie,vegetarian",2026-02-14T02:11:14.439415
7772,468,user_68,66,Кофе американо,drink,1,70.0,70.0,165.0,10,friday,10,breakfast,,eggs,"snack,main",115.48,352,0,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-02-14T02:11:14.439415
7773,468,user_68,22,Уха,soup,1,160.0,160.0,360.0,215,sunday,14,lunch,,eggs,"snack,main",115.48,352,0,fish,"diabetic,glutenFree,halal,lactoseFree,lowCalorie",2026-02-03T06:22:14.439415
7773,468,user_68,33,Куриное филе на пару,main,1,200.0,200.0,360.0,290,sunday,14,lunch,,eggs,"snack,main",115.48,352,0,,"glutenFree,halal,highProtein,lactoseFree,vegan,vegetarian",2026-02-03T06:22:14.439415
7774,468,user_68,34,Овощное рагу,main,1,165.0,165.0,165.0,260,friday,18,dinner,,eggs,"snack,main",115.48,352,0,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2025-12-13T10:43:14.439415
7775,468,user_68,38,Рис с овощами,main,1,160.0,160.0,300.0,300,tuesday,17,dinner,,eggs,"snack,main",115.48,352,0,,"glutenFree,halal,highProtein,lactoseFree,vegan,vegetarian",2025-12-27T09:52:14.439415
7775,468,user_68,49,Свекольный салат с орехами,salad,1,140.0,140.0,300.0,190,tuesday,17,dinner,,eggs,"snack,main",115.48,352,0,nuts,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2025-12-27T09:52:14.439415
7776,468,user_68,37,Картофель запечённый с курицей,main,1,185.0,185.0,385.0,410,friday,19,dinner,,eggs,"snack,main",115.48,352,0,,"glutenFree,halal,highProtein,lactoseFree",2026-04-04T11:21:14.439415
7776,468,user_68,49,Свекольный салат с орехами,salad,1,140.0,140.0,385.0,190,friday,19,dinner,,eggs,"snack,main",115.48,352,0,nuts,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-04-04T11:21:14.439415
7776,468,user_68,63,Морс клюквенный,drink,1,60.0,60.0,385.0,80,friday,19,dinner,,eggs,"snack,main",115.48,352,0,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-04-04T11:21:14.439415
7777,468,user_68,49,Свекольный салат с орехами,salad,1,140.0,140.0,200.0,190,wednesday,19,dinner,,eggs,"snack,main",115.48,352,0,nuts,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-03-17T11:52:14.439415
7777,468,user_68,63,Морс клюквенный,drink,1,60.0,60.0,200.0,80,wednesday,19,dinner,,eggs,"snack,main",115.48,352,0,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-03-17T11:52:14.439415
7778,468,user_68,34,Овощное рагу,main,1,165.0,165.0,290.0,260,monday,12,lunch,,eggs,"snack,main",115.48,352,0,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-04-08T04:10:14.439415
7778,468,user_68,48,Капустный салат,salad,1,90.0,90.0,290.0,100,monday,12,lunch,,eggs,"snack,main",115.48,352,0,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-04-08T04:10:14.439415
7778,468,user_68,65,Чай зелёный,drink,1,35.0,35.0,290.0,5,monday,12,lunch,,eggs,"snack,main",115.48,352,0,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-04-08T04:10:14.439415
7779,468,user_68,34,Овощное рагу,main,2,165.0,330.0,330.0,260,wednesday,19,dinner,,eggs,"snack,main",115.48,352,0,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-01-19T11:54:14.439415
7780,468,user_68,35,Запеканка овощная,main,1,170.0,170.0,560.0,280,saturday,12,lunch,,eggs,"snack,main",115.48,352,0,milk,"diabetic,glutenFree,halal,highProtein,vegetarian",2025-12-12T04:57:14.439415
7780,468,user_68,49,Свекольный салат с орехами,salad,2,140.0,280.0,560.0,190,saturday,12,lunch,,eggs,"snack,main",115.48,352,0,nuts,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2025-12-12T04:57:14.439415
7780,468,user_68,67,Капучино,drink,1,110.0,110.0,560.0,120,saturday,12,lunch,,eggs,"snack,main",115.48,352,0,milk,"diabetic,glutenFree,halal,lowCalorie,vegetarian",2025-12-12T04:57:14.439415
7781,468,user_68,28,Рис с курицей терияки,main,2,220.0,440.0,490.0,460,monday,19,dinner,,eggs,"snack,main",115.48,352,0,"sesame,soy","glutenFree,halal,highProtein,lactoseFree",2026-02-24T11:15:14.439415
7781,468,user_68,3,Компот,drink,1,50.0,50.0,490.0,90,monday,19,dinner,,eggs,"snack,main",115.48,352,0,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-02-24T11:15:14.439415
7782,468,user_68,63,Морс клюквенный,drink,1,60.0,60.0,370.0,80,saturday,9,breakfast,,eggs,"snack,main",115.48,352,0,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-03-13T01:30:14.439415
7782,468,user_68,52,Сэндвич с ветчиной и сыром,snack,2,155.0,310.0,370.0,345,saturday,9,breakfast,,eggs,"snack,main",115.48,352,0,"gluten,milk",,2026-03-13T01:30:14.439415
7783,468,user_68,6,Рисовая каша,breakfast,1,100.0,100.0,135.0,230,monday,10,breakfast,,eggs,"snack,main",115.48,352,0,milk,"diabetic,glutenFree,halal,lowCalorie,vegetarian",2026-02-21T02:53:14.439415
7783,468,user_68,64,Чай чёрный,drink,1,35.0,35.0,135.0,5,monday,10,breakfast,,eggs,"snack,main",115.48,352,0,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-02-21T02:53:14.439415
7784,468,user_68,14,Борщ со сметаной,soup,1,135.0,135.0,295.0,260,sunday,12,lunch,,eggs,"snack,main",115.48,352,0,milk,"diabetic,glutenFree,halal,lowCalorie",2026-02-18T04:19:14.439415
7784,468,user_68,38,Рис с овощами,main,1,160.0,160.0,295.0,300,sunday,12,lunch,,eggs,"snack,main",115.48,352,0,,"glutenFree,halal,highProtein,lactoseFree,vegan,vegetarian",2026-02-18T04:19:14.439415
7785,468,user_68,13,Пшённая каша с тыквой,breakfast,1,105.0,105.0,105.0,215,tuesday,7,breakfast,,eggs,"snack,main",115.48,352,0,milk,"diabetic,glutenFree,halal,lowCalorie,vegetarian",2026-02-03T23:28:14.439415
7786,468,user_68,37,Картофель запечённый с курицей,main,2,185.0,370.0,610.0,410,thursday,13,lunch,,eggs,"snack,main",115.48,352,0,,"glutenFree,halal,highProtein,lactoseFree",2025-12-12T05:45:14.439415
7786,468,user_68,2,Салат Цезарь,salad,1,180.0,180.0,610.0,220,thursday,13,lunch,,eggs,"snack,main",115.48,352,0,milk,"diabetic,glutenFree,halal,lowCalorie",2025-12-12T05:45:14.439415
7786,468,user_68,63,Морс клюквенный,drink,1,60.0,60.0,610.0,80,thursday,13,lunch,,eggs,"snack,main",115.48,352,0,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2025-12-12T05:45:14.439415
7787,468,user_68,32,Рыба запечённая с овощами,main,2,245.0,490.0,665.0,360,monday,12,lunch,,eggs,"snack,main",115.48,352,0,fish,"glutenFree,halal,highProtein,lactoseFree",2026-02-01T04:26:14.439415
7787,468,user_68,47,Салат с курицей и овощами,salad,1,175.0,175.0,665.0,210,monday,12,lunch,,eggs,"snack,main",115.48,352,0,seafood,"diabetic,glutenFree,halal,lactoseFree,lowCalorie",2026-02-01T04:26:14.439415
7788,468,user_68,21,Рассольник,soup,1,135.0,135.0,385.0,230,friday,12,lunch,,eggs,"snack,main",115.48,352,0,gluten,"diabetic,halal,lactoseFree,lowCalorie",2026-02-08T04:36:14.439415
7788,468,user_68,40,Лазанья мясная,main,1,250.0,250.0,385.0,540,friday,12,lunch,,eggs,"snack,main",115.48,352,0,"gluten,milk","halal,highProtein",2026-02-08T04:36:14.439415
7789,468,user_68,4,Овсяная каша на молоке,breakfast,1,95.0,95.0,95.0,220,saturday,7,breakfast,,eggs,"snack,main",115.48,352,0,"gluten,milk","diabetic,halal,lowCalorie,vegetarian",2026-02-05T23:18:14.439415
7790,468,user_68,2,Салат Цезарь,salad,1,180.0,180.0,230.0,220,wednesday,19,dinner,,eggs,"snack,main",115.48,352,0,milk,"diabetic,glutenFree,halal,lowCalorie",2026-02-12T11:34:14.439415
7790,468,user_68,3,Компот,drink,1,50.0,50.0,230.0,90,wednesday,19,dinner,,eggs,"snack,main",115.48,352,0,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-02-12T11:34:14.439415
7791,468,user_68,32,Рыба запечённая с овощами,main,1,245.0,245.0,490.0,360,sunday,18,dinner,,eggs,"snack,main",115.48,352,0,fish,"glutenFree,halal,highProtein,lactoseFree",2025-12-17T10:12:14.439415
7791,468,user_68,47,Салат с курицей и овощами,salad,1,175.0,175.0,490.0,210,sunday,18,dinner,,eggs,"snack,main",115.48,352,0,seafood,"diabetic,glutenFree,halal,lactoseFree,lowCalorie",2025-12-17T10:12:14.439415
7791,468,user_68,66,Кофе американо,drink,1,70.0,70.0,490.0,10,sunday,18,dinner,,eggs,"snack,main",115.48,352,0,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2025-12-17T10:12:14.439415
7792,468,user_68,39,Котлета из индейки с булгуром,main,1,215.0,215.0,215.0,390,wednesday,20,dinner,,eggs,"snack,main",115.48,352,0,gluten,"halal,highProtein,lactoseFree",2026-01-15T12:56:14.439415
7793,468,user_68,63,Морс клюквенный,drink,1,60.0,60.0,220.0,80,thursday,8,breakfast,,eggs,"snack,main",115.48,352,0,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-01-30T00:29:14.439415
7793,468,user_68,53,Хот-дог,snack,1,160.0,160.0,220.0,390,thursday,8,breakfast,,eggs,"snack,main",115.48,352,0,gluten,"halal,lactoseFree",2026-01-30T00:29:14.439415
7794,468,user_68,13,Пшённая каша с тыквой,breakfast,2,105.0,210.0,270.0,215,wednesday,10,breakfast,,eggs,"snack,main",115.48,352,0,milk,"diabetic,glutenFree,halal,lowCalorie,vegetarian",2025-12-18T02:16:14.439415
7794,468,user_68,63,Морс клюквенный,drink,1,60.0,60.0,270.0,80,wednesday,10,breakfast,,eggs,"snack,main",115.48,352,0,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2025-12-18T02:16:14.439415
7795,469,user_69,34,Овощное рагу,main,1,165.0,165.0,340.0,260,monday,19,dinner,vegetarian,eggs,"salad,soup",122.34,237,1,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-01-23T11:44:14.439415
7795,469,user_69,49,Свекольный салат с орехами,salad,1,140.0,140.0,340.0,190,monday,19,dinner,vegetarian,eggs,"salad,soup",122.34,237,1,nuts,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-01-23T11:44:14.439415
7795,469,user_69,65,Чай зелёный,drink,1,35.0,35.0,340.0,5,monday,19,dinner,vegetarian,eggs,"salad,soup",122.34,237,1,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-01-23T11:44:14.439415
7796,469,user_69,38,Рис с овощами,main,1,160.0,160.0,160.0,300,sunday,17,dinner,vegetarian,eggs,"salad,soup",122.34,237,1,,"glutenFree,halal,highProtein,lactoseFree,vegan,vegetarian",2025-12-29T10:02:14.439415
7797,469,user_69,27,Гречка с курицей,main,1,180.0,180.0,380.0,405,wednesday,13,lunch,vegetarian,eggs,"salad,soup",122.34,237,1,,"glutenFree,halal,highProtein,lactoseFree,vegan,vegetarian",2026-02-25T05:24:14.439415
7797,469,user_69,49,Свекольный салат с орехами,salad,1,140.0,140.0,380.0,190,wednesday,13,lunch,vegetarian,eggs,"salad,soup",122.34,237,1,nuts,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-02-25T05:24:14.439415
7797,469,user_69,63,Морс клюквенный,drink,1,60.0,60.0,380.0,80,wednesday,13,lunch,vegetarian,eggs,"salad,soup",122.34,237,1,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-02-25T05:24:14.439415
7798,469,user_69,27,Гречка с курицей,main,1,180.0,180.0,180.0,405,friday,17,dinner,vegetarian,eggs,"salad,soup",122.34,237,1,,"glutenFree,halal,highProtein,lactoseFree,vegan,vegetarian",2025-12-24T09:22:14.439415
7799,469,user_69,35,Запеканка овощная,main,1,170.0,170.0,285.0,280,wednesday,13,lunch,vegetarian,eggs,"salad,soup",122.34,237,1,milk,"diabetic,glutenFree,halal,highProtein,vegetarian",2026-01-22T06:04:14.439415
7799,469,user_69,45,Винегрет,salad,1,115.0,115.0,285.0,160,wednesday,13,lunch,vegetarian,eggs,"salad,soup",122.34,237,1,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-01-22T06:04:14.439415
7800,469,user_69,35,Запеканка овощная,main,1,170.0,170.0,170.0,280,friday,18,dinner,vegetarian,eggs,"salad,soup",122.34,237,1,milk,"diabetic,glutenFree,halal,highProtein,vegetarian",2026-01-15T10:43:14.439415
7801,469,user_69,17,Суп-пюре из шампиньонов,soup,1,145.0,145.0,420.0,240,thursday,12,lunch,vegetarian,eggs,"salad,soup",122.34,237,1,milk,"diabetic,glutenFree,halal,lowCalorie,vegetarian",2026-01-28T05:04:14.439415
7801,469,user_69,34,Овощное рагу,main,1,165.0,165.0,420.0,260,thursday,12,lunch,vegetarian,eggs,"salad,soup",122.34,237,1,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-01-28T05:04:14.439415
7801,469,user_69,67,Капучино,drink,1,110.0,110.0,420.0,120,thursday,12,lunch,vegetarian,eggs,"salad,soup",122.34,237,1,milk,"diabetic,glutenFree,halal,lowCalorie,vegetarian",2026-01-28T05:04:14.439415
7802,469,user_69,35,Запеканка овощная,main,1,170.0,170.0,170.0,280,wednesday,17,dinner,vegetarian,eggs,"salad,soup",122.34,237,1,milk,"diabetic,glutenFree,halal,highProtein,vegetarian",2026-01-01T09:36:14.439415
7803,469,user_69,15,Щи из свежей капусты,soup,1,120.0,120.0,530.0,190,monday,11,lunch,vegetarian,eggs,"salad,soup",122.34,237,1,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-04-01T03:38:14.439415
7803,469,user_69,35,Запеканка овощная,main,2,170.0,340.0,530.0,280,monday,11,lunch,vegetarian,eggs,"salad,soup",122.34,237,1,milk,"diabetic,glutenFree,halal,highProtein,vegetarian",2026-04-01T03:38:14.439415
7803,469,user_69,66,Кофе американо,drink,1,70.0,70.0,530.0,10,monday,11,lunch,vegetarian,eggs,"salad,soup",122.34,237,1,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-04-01T03:38:14.439415
7804,469,user_69,38,Рис с овощами,main,1,160.0,160.0,275.0,300,wednesday,14,lunch,vegetarian,eggs,"salad,soup",122.34,237,1,,"glutenFree,halal,highProtein,lactoseFree,vegan,vegetarian",2026-01-05T06:09:14.439415
7804,469,user_69,45,Винегрет,salad,1,115.0,115.0,275.0,160,wednesday,14,lunch,vegetarian,eggs,"salad,soup",122.34,237,1,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-01-05T06:09:14.439415
7805,469,user_69,18,Суп-пюре из тыквы,soup,1,135.0,135.0,300.0,210,tuesday,11,lunch,vegetarian,eggs,"salad,soup",122.34,237,1,milk,"diabetic,glutenFree,halal,lowCalorie,vegetarian",2026-01-10T03:50:14.439415
7805,469,user_69,34,Овощное рагу,main,1,165.0,165.0,300.0,260,tuesday,11,lunch,vegetarian,eggs,"salad,soup",122.34,237,1,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-01-10T03:50:14.439415
7806,469,user_69,18,Суп-пюре из тыквы,soup,1,135.0,135.0,305.0,210,saturday,11,lunch,vegetarian,eggs,"salad,soup",122.34,237,1,milk,"diabetic,glutenFree,halal,lowCalorie,vegetarian",2026-02-27T03:39:14.439415
7806,469,user_69,35,Запеканка овощная,main,1,170.0,170.0,305.0,280,saturday,11,lunch,vegetarian,eggs,"salad,soup",122.34,237,1,milk,"diabetic,glutenFree,halal,highProtein,vegetarian",2026-02-27T03:39:14.439415
7807,469,user_69,23,Чечевичный суп,soup,1,125.0,125.0,515.0,200,sunday,12,lunch,vegetarian,eggs,"salad,soup",122.34,237,1,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-01-19T04:52:14.439415
7807,469,user_69,38,Рис с овощами,main,1,160.0,160.0,515.0,300,sunday,12,lunch,vegetarian,eggs,"salad,soup",122.34,237,1,,"glutenFree,halal,highProtein,lactoseFree,vegan,vegetarian",2026-01-19T04:52:14.439415
7807,469,user_69,58,Наполеон,dessert,1,160.0,160.0,515.0,410,sunday,12,lunch,vegetarian,eggs,"salad,soup",122.34,237,1,gluten,"halal,lactoseFree,vegan,vegetarian",2026-01-19T04:52:14.439415
7807,469,user_69,66,Кофе американо,drink,1,70.0,70.0,515.0,10,sunday,12,lunch,vegetarian,eggs,"salad,soup",122.34,237,1,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-01-19T04:52:14.439415
7808,469,user_69,18,Суп-пюре из тыквы,soup,1,135.0,135.0,365.0,210,saturday,14,lunch,vegetarian,eggs,"salad,soup",122.34,237,1,milk,"diabetic,glutenFree,halal,lowCalorie,vegetarian",2026-03-15T07:03:14.439415
7808,469,user_69,35,Запеканка овощная,main,1,170.0,170.0,365.0,280,saturday,14,lunch,vegetarian,eggs,"salad,soup",122.34,237,1,milk,"diabetic,glutenFree,halal,highProtein,vegetarian",2026-03-15T07:03:14.439415
7808,469,user_69,63,Морс клюквенный,drink,1,60.0,60.0,365.0,80,saturday,14,lunch,vegetarian,eggs,"salad,soup",122.34,237,1,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-03-15T07:03:14.439415
7809,469,user_69,38,Рис с овощами,main,1,160.0,160.0,160.0,300,tuesday,18,dinner,vegetarian,eggs,"salad,soup",122.34,237,1,,"glutenFree,halal,highProtein,lactoseFree,vegan,vegetarian",2025-12-12T10:37:14.439415
7810,469,user_69,7,Гречневая каша,breakfast,1,90.0,90.0,90.0,200,wednesday,9,breakfast,vegetarian,eggs,"salad,soup",122.34,237,1,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-03-21T02:00:14.439415
7811,469,user_69,4,Овсяная каша на молоке,breakfast,1,95.0,95.0,165.0,220,friday,8,breakfast,vegetarian,eggs,"salad,soup",122.34,237,1,"gluten,milk","diabetic,halal,lowCalorie,vegetarian",2026-02-07T00:32:14.439415
7811,469,user_69,66,Кофе американо,drink,1,70.0,70.0,165.0,10,friday,8,breakfast,vegetarian,eggs,"salad,soup",122.34,237,1,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-02-07T00:32:14.439415
7812,469,user_69,7,Гречневая каша,breakfast,1,90.0,90.0,125.0,200,sunday,9,breakfast,vegetarian,eggs,"salad,soup",122.34,237,1,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2025-12-16T01:42:14.439415
7812,469,user_69,65,Чай зелёный,drink,1,35.0,35.0,125.0,5,sunday,9,breakfast,vegetarian,eggs,"salad,soup",122.34,237,1,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2025-12-16T01:42:14.439415
7813,469,user_69,13,Пшённая каша с тыквой,breakfast,1,105.0,105.0,105.0,215,monday,8,breakfast,vegetarian,eggs,"salad,soup",122.34,237,1,milk,"diabetic,glutenFree,halal,lowCalorie,vegetarian",2026-02-23T00:59:14.439415
7814,469,user_69,34,Овощное рагу,main,2,165.0,330.0,445.0,260,wednesday,18,dinner,vegetarian,eggs,"salad,soup",122.34,237,1,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-01-30T11:04:14.439415
7814,469,user_69,45,Винегрет,salad,1,115.0,115.0,445.0,160,wednesday,18,dinner,vegetarian,eggs,"salad,soup",122.34,237,1,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-01-30T11:04:14.439415
7815,469,user_69,15,Щи из свежей капусты,soup,1,120.0,120.0,465.0,190,thursday,14,lunch,vegetarian,eggs,"salad,soup",122.34,237,1,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-01-08T06:13:14.439415
7815,469,user_69,35,Запеканка овощная,main,1,170.0,170.0,465.0,280,thursday,14,lunch,vegetarian,eggs,"salad,soup",122.34,237,1,milk,"diabetic,glutenFree,halal,highProtein,vegetarian",2026-01-08T06:13:14.439415
7815,469,user_69,59,Фруктовый салат,dessert,1,120.0,120.0,465.0,170,thursday,14,lunch,vegetarian,eggs,"salad,soup",122.34,237,1,,"glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-01-08T06:13:14.439415
7815,469,user_69,62,Компот из сухофруктов,drink,1,55.0,55.0,465.0,90,thursday,14,lunch,vegetarian,eggs,"salad,soup",122.34,237,1,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-01-08T06:13:14.439415
7816,469,user_69,15,Щи из свежей капусты,soup,1,120.0,120.0,390.0,190,monday,15,lunch,vegetarian,eggs,"salad,soup",122.34,237,1,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2025-12-28T07:17:14.439415
7816,469,user_69,48,Капустный салат,salad,1,90.0,90.0,390.0,100,monday,15,lunch,vegetarian,eggs,"salad,soup",122.34,237,1,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2025-12-28T07:17:14.439415
7816,469,user_69,27,Гречка с курицей,main,1,180.0,180.0,390.0,405,monday,15,lunch,vegetarian,eggs,"salad,soup",122.34,237,1,,"glutenFree,halal,highProtein,lactoseFree,vegan,vegetarian",2025-12-28T07:17:14.439415
7817,469,user_69,7,Гречневая каша,breakfast,1,90.0,90.0,90.0,200,monday,10,breakfast,vegetarian,eggs,"salad,soup",122.34,237,1,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-03-13T02:14:14.439415
